address,choice,voting_power,timestamp,date_utc,author_ipfs_hash
0x7dF79AD0787527b308024e6a82994aEFB7B72929,1,1,1666852755,"Thu, 27 Oct 2022 06:39:15 GMT",bafkreif7dazru76tlq7oih6xawy2hgx24y5tyslzt4qg7y3kt6zawkbxem
0xF33fd427e695B63C81F238b5d8EA75Aea31d15a4,1,1,1666803307,"Wed, 26 Oct 2022 16:55:07 GMT",bafkreihjezhi5a3od2n5mmdb4433spb5qpokb74hv7ck347jvuspj7vxz4
0x6F8C8EA9Af4704255f5AF3db8D67732bc7c21ED7,1,1,1666869811,"Thu, 27 Oct 2022 11:23:31 GMT",bafkreif57p5tlrgge5qzzxc5irq3rdnocwsc4wazbdswoazq3jfiqswsz4
0x334F2eC84fF64755179FEc01CD00a8cFD19676C8,1,1,1666849654,"Thu, 27 Oct 2022 05:47:34 GMT",bafkreiej4lr6wcng5wmw5nkfsehupqervrhiv4qyq2ih344v4kdirt7zaa
0x5eE074589AFF9fF5E773A831f24d245263aCadC4,1,1,1666849721,"Thu, 27 Oct 2022 05:48:41 GMT",bafkreienuu6mrz3swbbl4dpxp3jmc5yxttdcbeja5cuem3xmr4vygiie5u
0x738f02854807e638866B34F6523371a0652626F2,1,1,1666869524,"Thu, 27 Oct 2022 11:18:44 GMT",bafkreicymx3ke5eqho7u5rnigdqcdpxj3fd3twf43g3ibagpcvnafxa3hy
0xeb864df859f6EA67A93ab4de7793cC9ca2F4657F,1,1,1666869633,"Thu, 27 Oct 2022 11:20:33 GMT",bafkreiavn2rklhakww5rrzywiubscwjrqa5yqu5kzawmrojq5bt5f2xnbq
0x0f64fe3F4Faae9d03bDfFc1A3FE2c505094d72cf,1,1,1666869508,"Thu, 27 Oct 2022 11:18:28 GMT",bafkreiakreb7ijusoh46nm3o25svzkscgz7vc7mnl7xelbw3wdv36wrdqe
0xF2f612a7eF7CD366Ee72CD285eC6a926684d0d1F,1,1,1666869385,"Thu, 27 Oct 2022 11:16:25 GMT",bafkreia43re4oxr3jdnxevigufjb5ljc3czvmig4jx65plolycqkc6hwhu
0x6A4f6B310C289e530E8821aD1F4760567DBd1bb5,1,1,1666849768,"Thu, 27 Oct 2022 05:49:28 GMT",bafkreifhb5wjxdzafe2l3i3e6qwwemitxehvzie355aihvarkxw3ucrt4u
0xa53A6fE2d8Ad977aD926C485343Ba39f32D3A3F6,2,1,1666814372,"Wed, 26 Oct 2022 19:59:32 GMT",bafkreibzafv4cdxhv4fbgep5trtul2bskwzxbvlpf22tkmbf5b7hy4s7c4
0xEA710F8c37c6e5b7D7A0dCdA9E2113390574B567,1,1,1666799494,"Wed, 26 Oct 2022 15:51:34 GMT",bafkreief4huue6uvtms26xsgun4ctrbo6sufnyivw5djzcajigm6oeoei4
0x27D04DfaD734C40a541B602f4950fB3509E79900,2,1,1667129457,"Sun, 30 Oct 2022 11:30:57 GMT",QmUybmv7bgDcvSPVmW6gNDUEv8ioNdpvpwT5ffyCTdgcmh
0xB636ec6adC999772A35B34E3f3aAa4511a6fc956,1,1,1666916114,"Fri, 28 Oct 2022 00:15:14 GMT",bafkreih4ak3rpu2o2w5nqenkdhcvee5jgp3uzlabvosd2uuy4gc4xbw4iq
0x151a64570e4997739458455ba4ab5A535FD2E306,2,1,1667108098,"Sun, 30 Oct 2022 05:34:58 GMT",bafkreie2zs6httxicg3odki46y7ft5hvqrgh77pi7jf5gssg4yulnuuyr4
0x376F49Cf37632913E0F09f51D16bBcAc0f12263C,1,1,1666823511,"Wed, 26 Oct 2022 22:31:51 GMT",bafkreid6em5w5g55sfa74ygvjjjskljqu4n53i62lnxn6miuaajpxqrfaa
0x09cc4B3a27E3715596c5eDE07E95Da490340D27a,2,1,1666711332,"Tue, 25 Oct 2022 15:22:12 GMT",bafkreierqp5zobb5wuqe4vsyrbk2slwjxt5bri5xhrzvwxtu274lvqrrie
0xAfe72ce637d1B210DFc4BcD48b081fdE7f0B61D7,1,1,1666870022,"Thu, 27 Oct 2022 11:27:02 GMT",bafkreigs4ot3kzqnqdfsuhbnwmtfwypwijuewiy6jolvmvr4gqhc4tyofm
0x7A45E23cbb7765900f02c54757498beF01C2b18F,1,1,1666817627,"Wed, 26 Oct 2022 20:53:47 GMT",bafkreihht3gvnsgpl3uxorb3g55yss2f2ad5xuktcmrfcmqct25cs5pggm
0xb86265442299E374b1272dB0178BDcF8206E2FCa,1,1,1666869407,"Thu, 27 Oct 2022 11:16:47 GMT",bafkreigpkub244kps46t2pbe3jkegaryzc3okicql64ya5t5fciznbwx5a
0xbD32d9E982e37D6df323F5656F5F2434E94Fff8D,1,1,1666869693,"Thu, 27 Oct 2022 11:21:33 GMT",bafkreiahjsow5v2efoq5hesncsmv2vqeuncyhg73ud65qoile4sjajaflq
0xb804D0a16870E2fF870935e336733bC7fbE65BEB,1,1,1666803347,"Wed, 26 Oct 2022 16:55:47 GMT",bafkreihpwkx4zuw2kg4g4fvsvzeuripnw4p4bs3xrnvoalxqxklcbvot7e
0x04b3f0a326F5F1792fF11eA3AC81941B04a88b0C,1,1,1666869546,"Thu, 27 Oct 2022 11:19:06 GMT",bafkreiezkpa4vjgvjtigjdm4detvxiugs2ijmsbgdbj7dguxzjbkkfs75a
0x0ded5E6B94c67b229E1FB735EF598E5C7f8803d1,1,1,1666803640,"Wed, 26 Oct 2022 17:00:40 GMT",bafkreifgmnr7blpacqo6fh7vdr6lud67bofkirwwqwq4vieuh4oiygknpq
0xCB53a818042Db647cb01672751B0E4efCa29cF55,1,1,1666838698,"Thu, 27 Oct 2022 02:44:58 GMT",bafkreibws4g4apar4dukfxntxug4opl6caf4wxgactdbafmbockyllu3ca
0x8bc84Ba02937A409989e8756Bc196a9c692C31e0,1,1,1666870111,"Thu, 27 Oct 2022 11:28:31 GMT",bafkreicujtanmn434b4c4ntqb24rshia6xo767bfscvwkgkl26fyyy6pzi
0x1843d2C90c2a076dEEa154c82eeF1054d77cd6D2,1,1,1666807335,"Wed, 26 Oct 2022 18:02:15 GMT",bafkreihvlep6t3kpmoksfgivzfuvau4rrf2sxpwea2dv25xz43djklf2im
0x607981dCE60bcB15a1816664b6720279eD85cD14,1,1,1666895663,"Thu, 27 Oct 2022 18:34:23 GMT",bafkreihegtifx7gjucht2gvnqqufsxupjg5jtoyp3nvazm7ukadon4ende
0x058Bf8eac5591B7AA224E7799AD7CF1DD74c3545,2,1,1666849822,"Thu, 27 Oct 2022 05:50:22 GMT",bafkreifrfkazxo4hbjsofl5hag4cey7lanm4rcb67unhho4ihsxfq5cxqm
0xF9F20d623c976A6Eee0888632fBAb796Ac3f62DA,1,1,1666869449,"Thu, 27 Oct 2022 11:17:29 GMT",bafkreifz47qgjplfmumrwd5gjfsireavkwubrjtiqourcmw4vcwacglnqu
0x2aBC381364a470593CaccE7DDCeF3fCf648125e4,1,1,1666803470,"Wed, 26 Oct 2022 16:57:50 GMT",bafkreihp6oxuaetx7auiyibctbdknq75altp5el3fe3xdoqst6wwxahb44
0x8029C4C55aFD6f0E93ec080c5041e7E62e21bCEb,3,1,1666869325,"Thu, 27 Oct 2022 11:15:25 GMT",bafkreieguwus3znywfnnjir7jiybpp4n5cqk7mpf2vqpfhs2e46bo6hvba
0xaCf4C2950107eF9b1C37faA1F9a866C8F0da88b9,1,1,1666824033,"Wed, 26 Oct 2022 22:40:33 GMT",bafkreibwoeqytecfqqhajq7dcllzl2drldawyuale2hxcvn5oczrl2wvtu
